,brand,model,variant,manufactured_year,kilometers_driven,fuel_type,owners,location,price
0,Maruti,Eeco,5 Seater AC BSIV,2016,"45,347 Kms",Petrol,1st Owner,Ahmedabad,"3,74,500"
1,Maruti,Eeco,5 Seater AC,2020,"17,116 Kms",Petrol,1st Owner,Ahmedabad,"4,74,500"
2,Maruti,Swift Dzire,VXI 1.2,2019,"11,935 Kms",Petrol,1st Owner,Ahmedabad,"6,91,000"
3,Maruti,Wagon R,VXI,2014,"131,125 Kms",Petrol,1st Owner,Ahmedabad,"3,09,500"
4,Maruti,Wagon R,VXI,2014,"42,381 Kms",Petrol,1st Owner,Ahmedabad,"3,61,000"
5,Maruti,Eeco,5 Seater AC BSIV,2019,"14,161 Kms",Petrol,1st Owner,Ahmedabad,"4,48,500"
6,Maruti,Swift Dzire,VXI 1.2,2019,"9,303 Kms",Petrol,1st Owner,Ahmedabad,"6,88,000"
7,Maruti,Wagon R,VXI BS IV,2018,"23,197 Kms",Petrol,1st Owner,Ahmedabad,"4,41,500"
8,Maruti,Wagon R,VXI Plus,2017,"43,031 Kms",Petrol,1st Owner,Ahmedabad,"4,08,500"
9,Maruti,S-Presso,VXI,2019,"24,230 Kms",Petrol,1st Owner,Ahmedabad,"4,15,500"
10,Hyundai,Grand i10,CRDi Magna,2015,"71,197 Kms",Diesel,1st Owner,Ahmedabad,"3,63,000"
11,Hyundai,EON,Magna Plus,2014,"74,637 Kms",Petrol,1st Owner,Ahmedabad,"2,27,500"
12,Hyundai,Grand i10,Asta,2015,"73,875 Kms",Petrol,1st Owner,Ahmedabad,"4,67,000"
13,Hyundai,Grand i10,1.2 CRDi Magna,2017,"44,200 kms",Diesel,First Owner,Ahmedabad,5.3 Lakh*
14,Hyundai,i20,1.4 CRDi Sportz,2011,"1,20,000 kms",Diesel,Fourth & Above Owner,Ahmedabad,2.2 Lakh*
15,Hyundai,Verna,CRDi 1.6 EX,2018,"62,000 kms",Diesel,First Owner,Ahmedabad,8.51 Lakh*
16,Hyundai,Verna,1.6 SX CRDi (O),2014,"51,000 kms",Diesel,First Owner,Ahmedabad,5.9 Lakh*
17,Hyundai,Creta,1.6 CRDi AT SX Plus,2016,"80,000 kms",Diesel,First Owner,Ahmedabad,9.9 Lakh*
18,Hyundai,i10,Sportz AT,2011,"44,000 kms",Petrol,First Owner,Ahmedabad,3.24 Lakh*
19,Hyundai,Verna,1.6 VTVT SX,2015,"56,000 kms",Petrol,First Owner,Ahmedabad,6.25 Lakh*
20,Honda,Amaze,S Option i-VTEC,2017,"59,642 Kms",Petrol,1st Owner,Ahmedabad,"5,34,000"
21,Honda,City,i-VTEC V,2018,"89,144 Kms",Petrol,1st Owner,Ahmedabad,"8,35,000"
22,Honda,City,i DTEC V,2015,"71,000 kms",Diesel,First Owner,Ahmedabad,6.51 Lakh*
23,Honda,Amaze,S i-Dtech,2015,"61,000 kms",Diesel,First Owner,Ahmedabad,4.4 Lakh*
24,Honda,WR-V,i-DTEC VX,2018,"76,000 kms",Diesel,First Owner,Ahmedabad,8.4 Lakh*
25,Honda,Amaze,S i-Dtech,2013,"64,600 kms",Diesel,First Owner,Ahmedabad,4 Lakh*
26,Honda,Amaze,VX AT i-Vtech,2013,"59,000 kms",Petrol,First Owner,Ahmedabad,4.9 Lakh*
27,Honda,Amaze,S i-Dtech,2014,"67,000 kms",Diesel,First Owner,Ahmedabad,4.4 Lakh*
28,Honda,City,i-VTEC V,2018,"26,000 kms",Petrol,First Owner,Ahmedabad,9 Lakh*
29,Honda,Amaze,E i-Dtech,2015,"60,000 kms",Diesel,First Owner,Ahmedabad,4.25 Lakh*
30,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2013,"94,754 Kms",Diesel,2nd Owner,Ahmedabad,"7,04,500"
31,Toyota,Etios Liva,GD,2013,"38,000 kms",Diesel,First Owner,Ahmedabad,4.25 Lakh*
32,Toyota,Etios,1.4 GD,2018,"48,000 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
33,Toyota,Corolla Altis,1.8 JS,2013,"74,000 kms",Petrol,First Owner,Ahmedabad,6.75 Lakh*
34,Toyota,Fortuner,2.8 2WD AT BSIV,2017,"74,000 kms",Diesel,First Owner,Ahmedabad,27.51 Lakh*
35,Toyota,Innova,2.5 GX 8 STR BSIV,2012,"88,000 kms",Diesel,First Owner,Ahmedabad,6.25 Lakh*
36,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2011,"76,000 kms",Diesel,First Owner,Ahmedabad,6 Lakh*
37,Toyota,Etios,VD,2012,"95,000 kms",Diesel,Second Owner,Ahmedabad,3.9 Lakh*
38,Toyota,Innova,2.5 VX 7 STR,2012,"1,30,000 kms",Diesel,First Owner,Ahmedabad,7.35 Lakh*
39,Toyota,Etios,GD,2016,"62,000 kms",Diesel,First Owner,Ahmedabad,5.75 Lakh*
40,Mahindra,Marazzo,M2 8Str BSIV,2019,"80,000 kms",Diesel,First Owner,Ahmedabad,8.5 Lakh*
41,Mahindra,Scorpio,1.99 S4 9S,2011,"68,521 kms",Diesel,First Owner,Ahmedabad,4.51 Lakh*
42,Mahindra,XUV500,W8 2WD,2014,"1,11,000 kms",Diesel,First Owner,Ahmedabad,7.5 Lakh*
43,Mahindra,TUV 300,T10,2018,"60,000 kms",Diesel,First Owner,Ahmedabad,8.25 Lakh*
44,Mahindra,Quanto,C6,2012,"32,001 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
45,Mahindra,Thar,CRDe,2019,"12,000 kms",Diesel,Second Owner,Ahmedabad,8.5 Lakh*
46,Mahindra,XUV500,W8 2WD,2014,"81,100 kms",Diesel,First Owner,Ahmedabad,7.5 Lakh*
47,Mahindra,XUV500,W10 2WD,2015,"68,000 kms",Diesel,First Owner,Ahmedabad,9.49 Lakh*
48,Mahindra,Bolero,DI NON AC BS III White,2018,"64,000 kms",Diesel,First Owner,Ahmedabad,7.51 Lakh*
49,Mahindra,XUV500,R W10 FWD,2015,"86,000 kms",Diesel,Second Owner,Ahmedabad,8.51 Lakh*
50,Ford,Ecosport,1.5 TDCi Trend BSIV,2016,"42,029 Kms",Diesel,1st Owner,Ahmedabad,"5,77,000"
51,Ford,Figo Aspire,1.5 TDCi Titanium,2017,"68,000 kms",Diesel,First Owner,Ahmedabad,6 Lakh*
52,Ford,Endeavour,2.2 Titanium AT 4X2,2016,"1,16,000 kms",Diesel,First Owner,Ahmedabad,23.5 Lakh*
53,Ford,Figo,Diesel EXI,2012,"56,000 kms",Diesel,First Owner,Ahmedabad,2.75 Lakh*
54,Ford,Figo,1.5D Titanium MT,2017,"19,000 kms",Diesel,First Owner,Ahmedabad,5.9 Lakh*
55,Ford,Ecosport,1.5 TDCi Ambiente BSIV,2015,"57,000 kms",Diesel,First Owner,Ahmedabad,5.75 Lakh*
56,Ford,Figo,Diesel Titanium,2014,"55,412 kms",Diesel,First Owner,Ahmedabad,3.41 Lakh*
57,Ford,Ecosport,1.5 Diesel Titanium BSIV,2018,"50,000 kms",Diesel,First Owner,Ahmedabad,8.51 Lakh*
58,Ford,Ecosport,1.5 TDCi Titanium Plus BSIV,2016,"51,000 kms",Diesel,First Owner,Ahmedabad,6.6 Lakh*
59,Ford,Ecosport,1.5 Diesel Titanium Plus,2016,"51,000 kms",Diesel,First Owner,Ahmedabad,7.75 Lakh*
60,Volkswagen,Ameo,1.5 TDI Comfortline,2017,"29,000 kms",Diesel,First Owner,Ahmedabad,6 Lakh*
61,Volkswagen,Vento,Diesel Style Limited Edition,2013,"58,236 kms",Diesel,First Owner,Ahmedabad,4.25 Lakh*
62,Volkswagen,Vento,1.5 TDI Highline,2014,"5,65,000 kms",Diesel,First Owner,Ahmedabad,5.75 Lakh*
63,Volkswagen,Vento,Konekt Diesel Highline,2014,"52,000 kms",Diesel,First Owner,Ahmedabad,4.2 Lakh*
64,Volkswagen,Vento,1.5 TDI Comfortline AT,2015,"68,000 kms",Diesel,First Owner,Ahmedabad,6.5 Lakh*
65,Volkswagen,Vento,Konekt Diesel Comfortline,2014,"66,000 kms",Diesel,First Owner,Ahmedabad,4 Lakh*
66,Volkswagen,Jetta,2.0L TDI Comfortline,2012,"87,000 kms",Diesel,Second Owner,Ahmedabad,4.25 Lakh*
67,Volkswagen,Vento,Diesel Comfortline,2012,"55,000 kms",Diesel,First Owner,Ahmedabad,3.3 Lakh*
68,Volkswagen,Passat,Diesel Highline 2.0 TDI,2012,"94,000 kms",Diesel,First Owner,Ahmedabad,7.75 Lakh*
69,Volkswagen,Vento,Konekt Diesel Highline,2014,"55,000 kms",Diesel,First Owner,Ahmedabad,4.2 Lakh*
70,Tata,Tiago,1.2 Revotron XT,2019,"72,000 kms",Petrol,First Owner,Ahmedabad,4.9 Lakh*
71,Tata,Nexon,1.5 Revotorq XM,2018,"59,000 kms",Diesel,First Owner,Ahmedabad,7.75 Lakh*
72,Tata,Nexon,1.5 Revotorq XM,2019,"37,800 kms",Diesel,First Owner,Ahmedabad,8.25 Lakh*
73,Tata,Nano,Twist XT,2015,"28,900 kms",Petrol,First Owner,Ahmedabad,1.6 Lakh*
74,Tata,Zest,Quadrajet 1.3 XTA,2016,"66,000 kms",Diesel,First Owner,Ahmedabad,3.9 Lakh*
75,Tata,Safari Storme,LX,2012,"75,100 kms",Diesel,First Owner,Ahmedabad,3.5 Lakh*
76,Tata,Indigo,LX (TDI) BS-III,2015,"59,000 kms",Diesel,First Owner,Ahmedabad,2.51 Lakh*
77,Tata,Nano,Twist XT,2015,"28,000 kms",Petrol,First Owner,Ahmedabad,1.6 Lakh*
78,Tata,Nano,XT,2017,"50,000 kms",Petrol,Second Owner,Ahmedabad,1.6 Lakh*
79,Tata,Manza,Club Class Quadrajet90 EX,2010,"54,000 kms",Diesel,Second Owner,Ahmedabad,1.9 Lakh*
80,Renault,KWID,Climber 1.0 AMT,2017,"16,000 kms",Petrol,First Owner,Ahmedabad,4.25 Lakh*
81,Renault,Captur,1.5 Diesel RXE,2019,"46,000 kms",Diesel,First Owner,Ahmedabad,7.9 Lakh*
82,Renault,Duster,85PS Diesel RxE,2013,"63,000 kms",Diesel,Second Owner,Ahmedabad,4 Lakh*
83,Renault,KWID,RXL,2019,"17,000 kms",Petrol,First Owner,Ahmedabad,3.5 Lakh*
84,Renault,Duster,110PS Diesel RxZ,2013,"52,000 kms",Diesel,First Owner,Ahmedabad,4.9 Lakh*
85,Renault,Duster,85PS Diesel RxL,2017,"65,000 kms",Diesel,First Owner,Ahmedabad,7.25 Lakh*
86,Renault,Pulse,RxL,2013,"21,764 kms",Diesel,First Owner,Ahmedabad,3.5 Lakh*
87,Renault,Duster,110PS Diesel RxZ,2014,"70,000 kms",Diesel,First Owner,Ahmedabad,5 Lakh*
88,Renault,KWID,RXT,2016,"28,000 kms",Petrol,First Owner,Ahmedabad,3.7 Lakh*
89,Renault,Scala,Diesel RxZ,2013,"72,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
90,Mercedes-Benz,B Class,B180 Sport,2013,"52,000 kms",Petrol,Second Owner,Ahmedabad,11 Lakh*
91,Mercedes-Benz,B Class,B180 Sports,2013,"57,000 kms",Petrol,Second Owner,Ahmedabad,12.9 Lakh*
92,Mercedes-Benz,E-Class,E250 CDI Blue Efficiency,2011,"86,000 kms",Diesel,Third Owner,Ahmedabad,12.5 Lakh*
93,Mercedes-Benz,New C-Class,220 CDI MT,2014,"85,000 kms",Diesel,Second Owner,Ahmedabad,14 Lakh*
94,Mercedes-Benz,New C-Class,C 220 CDI BE Avantgare,2010,"51,000 kms",Diesel,First Owner,Ahmedabad,9.5 Lakh*
95,Mercedes-Benz,New C-Class,C 200 CGI Elegance,2010,"85,000 kms",Petrol,First Owner,Ahmedabad,8.5 Lakh*
96,Mercedes-Benz,B Class,B180 Sport,2013,"52,000 kms",Petrol,Second Owner,Ahmedabad,11 Lakh*
97,Mercedes-Benz,E-Class,E 220 CDI Avantgarde,2013,"75,800 kms",Diesel,First Owner,Ahmedabad,16.5 Lakh*
98,Mercedes-Benz,GLA Class,200 d Sport,2018,"63,205 kms",Diesel,First Owner,Ahmedabad,26.5 Lakh*
99,Mercedes-Benz,GLA Class,200 d Style,2017,"18,000 kms",Diesel,First Owner,Ahmedabad,27.5 Lakh*
100,BMW,3 Series,320d Luxury Line,2017,"78,000 kms",Diesel,First Owner,Ahmedabad,26.95 Lakh*
101,BMW,5 Series,525d,2012,"68,000 kms",Diesel,First Owner,Ahmedabad,16.5 Lakh*
102,BMW,5 Series,520d Luxury Line,2013,"89,000 kms",Diesel,Second Owner,Ahmedabad,17.9 Lakh*
103,BMW,5 Series,520d Luxury Line,2013,"76,000 kms",Diesel,First Owner,Ahmedabad,19.5 Lakh*
104,BMW,5 Series,520d Sedan,2013,"60,000 kms",Diesel,Second Owner,Ahmedabad,18.5 Lakh*
105,BMW,X5,xDrive 30d,2015,"79,000 kms",Diesel,First Owner,Ahmedabad,32 Lakh*
106,BMW,X3,xDrive20d M Sport,2017,"33,206 kms",Diesel,First Owner,Ahmedabad,40 Lakh*
107,BMW,3 Series,320d Luxury Line,2017,"68,000 kms",Diesel,First Owner,Ahmedabad,27 Lakh*
108,BMW,5 Series,530d M Sport,2018,"22,000 kms",Diesel,First Owner,Ahmedabad,53 Lakh*
109,BMW,3 Series,320d Luxury Line,2012,"75,000 kms",Diesel,Second Owner,Ahmedabad,9.5 Lakh*
110,Chevrolet,Spark,1.0 LS,2009,"70,000 kms",Petrol,Second Owner,Ahmedabad,1.4 Lakh*
111,Chevrolet,Enjoy,TCDi LS 7 Seater,2013,"85,412 kms",Diesel,First Owner,Ahmedabad,3.51 Lakh*
112,Chevrolet,Tavera,LT L1 9 Seats BSIII,2007,"80,000 kms",Diesel,First Owner,Ahmedabad,2.75 Lakh*
113,Chevrolet,Beat,LT,2010,"56,000 kms",Petrol,First Owner,Ahmedabad,1.8 Lakh*
114,Chevrolet,Spark,1.0 LS,2009,"70,000 kms",Petrol,Second Owner,Ahmedabad,1.4 Lakh*
115,Chevrolet,Cruze,LTZ AT,2010,"1,17,000 kms",Diesel,First Owner,Ahmedabad,3.75 Lakh*
116,Chevrolet,Tavera,Neo 3 10 Seats BSIII,2016,"90,000 kms",Diesel,First Owner,Ahmedabad,5.6 Lakh*
117,Chevrolet,Tavera,B1-10 seats BSIII,2006,"1,00,000 kms",Diesel,First Owner,Ahmedabad,2.25 Lakh*
118,Chevrolet,Enjoy,Petrol LS 7 Seater,2014,"80,000 kms",Petrol,First Owner,Ahmedabad,3.5 Lakh*
119,Chevrolet,Cruze,LTZ,2009,"1,35,000 kms",Diesel,First Owner,Ahmedabad,5 Lakh*
120,Audi,A4,2.0 TDI,2009,"1,15,000 kms",Diesel,First Owner,Ahmedabad,9.51 Lakh*
121,Audi,Q7,45 TDI Quattro Technology,2017,"22,000 kms",Diesel,First Owner,Ahmedabad,58 Lakh*
122,Audi,A4,2.0 TDI,2012,"70,000 kms",Diesel,First Owner,Ahmedabad,12.11 Lakh*
123,Audi,Q7,45 TDI Quattro Premium Plus,2016,"76,000 kms",Diesel,First Owner,Ahmedabad,43 Lakh*
124,Audi,A4,2.0 TDI 177 Bhp Premium Plus,2014,"74,000 kms",Diesel,First Owner,Ahmedabad,14.51 Lakh*
125,Audi,Q5,2.0 TDI,2011,"80,000 kms",Diesel,First Owner,Ahmedabad,14 Lakh*
126,Audi,A4,2.0 TDI,2010,"79,000 kms",Diesel,Second Owner,Ahmedabad,8.5 Lakh*
127,Audi,Q7,3.0 TDI Quattro Premium Plus,2016,"91,000 kms",Diesel,First Owner,Ahmedabad,31.25 Lakh*
128,Audi,Q7,45 TDI Quattro Premium Plus,2016,"27,000 kms",Diesel,First Owner,Ahmedabad,52 Lakh*
129,Audi,A4,2.0 TDI,2011,"1,47,000 kms",Diesel,First Owner,Ahmedabad,9.45 Lakh*
130,Nissan,Sunny,XV,2013,"60,000 kms",Petrol,First Owner,Ahmedabad,4.15 Lakh*
131,Nissan,Micra,Diesel XV,2013,"52,000 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
132,Nissan,Sunny,Diesel XV,2012,"68,000 kms",Diesel,Second Owner,Ahmedabad,3.35 Lakh*
133,Nissan,Micra,Diesel XV,2012,"73,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
134,Nissan,Sunny,Diesel XL,2014,"73,000 kms",Diesel,Second Owner,Ahmedabad,3.5 Lakh*
135,Nissan,Evalia,XL,2015,"55,000 kms",Diesel,First Owner,Ahmedabad,4.9 Lakh*
136,Nissan,Micra,Diesel XV Premium,2013,"52,150 kms",Diesel,First Owner,Ahmedabad,3.25 Lakh*
137,Nissan,Micra,XV CVT,2014,"77,000 kms",Petrol,Second Owner,Ahmedabad,3.5 Lakh*
138,Nissan,Micra,XL,2010,"50,000 kms",Petrol,First Owner,Ahmedabad,2.25 Lakh*
139,Nissan,X-Trail,SLX AT,2011,"1,60,001 kms",Diesel,Second Owner,Ahmedabad,3.5 Lakh*
140,Skoda,Rapid,1.6 TDI Ambition Plus,2013,"62,000 kms",Diesel,First Owner,Ahmedabad,4.5 Lakh*
141,Skoda,Rapid,1.6 TDI Ambition,2013,"65,000 kms",Diesel,First Owner,Ahmedabad,4.8 Lakh*
142,Skoda,Laura,Ambition 2.0 TDI CR MT,2013,"70,001 kms",Diesel,First Owner,Ahmedabad,4.51 Lakh*
143,Skoda,Rapid,1.6 TDI Elegance,2013,"65,000 kms",Diesel,First Owner,Ahmedabad,3.5 Lakh*
144,Skoda,Kodiaq,2.0 TDI Style,2018,"41,000 kms",Diesel,First Owner,Ahmedabad,31 Lakh*
145,Skoda,Rapid,1.5 TDI Active BSIV,2018,"35,830 kms",Diesel,First Owner,Ahmedabad,8.9 Lakh*
146,Skoda,Kodiaq,2.0 TDI Style,2017,"1,20,000 kms",Diesel,First Owner,Ahmedabad,25.5 Lakh*
147,Skoda,Kodiaq,2.0 TDI Style,2018,"50,000 kms",Diesel,First Owner,Ahmedabad,30.5 Lakh*
148,Skoda,Octavia,Elegance 2.0 TDI AT,2015,"61,000 kms",Diesel,First Owner,Ahmedabad,10.9 Lakh*
149,Skoda,Rapid,1.5 TDI AT Ambition,2015,"58,001 kms",Diesel,First Owner,Ahmedabad,5.45 Lakh*
150,Datsun,RediGO,1.0 T Option,2017,"14,000 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
151,Datsun,GO,T Petrol,2015,"80,000 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
152,Datsun,RediGO,1.0 T Option,2018,"50,000 kms",Petrol,First Owner,Ahmedabad,2.8 Lakh*
153,Datsun,RediGO,1.0 T Option,2018,"27,000 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
154,Datsun,RediGO,T Option,2018,"6,000 kms",Petrol,First Owner,Ahmedabad,2.9 Lakh*
155,Datsun,GO,T BSIV,2017,"23,300 kms",Petrol,First Owner,Ahmedabad,2.9 Lakh*
156,Datsun,GO,T BSIV,2016,"33,000 kms",Petrol,First Owner,Ahmedabad,3.15 Lakh*
157,Datsun,GO Plus,T Option Petrol,2019,"40,000 kms",Petrol,First Owner,Ahmedabad,4.25 Lakh*
158,Datsun,RediGO,T Option,2017,"58,000 kms",Petrol,First Owner,Ahmedabad,2.35 Lakh*
159,Datsun,RediGO,1.0 T Option,2017,"14,000 kms",Petrol,First Owner,Ahmedabad,2.75 Lakh*
160,Fiat,Grande Punto,EVO 1.3 Active,2014,"42,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
161,Fiat,Grande Punto,EVO 1.2 Active,2014,"27,000 kms",Petrol,First Owner,Ahmedabad,3.25 Lakh*
162,Fiat,Grande Punto,EVO 1.3 Active,2014,"47,000 kms",Diesel,First Owner,Ahmedabad,2.9 Lakh*
163,Fiat,Grande Punto,Active (Diesel),2010,"85,000 kms",Diesel,Second Owner,Ahmedabad,1.9 Lakh*
164,Fiat,Linea,T Jet Plus,2010,"1,10,000 kms",Petrol,Third Owner,Ahmedabad,2 Lakh*
165,Fiat,Grande Punto,EVO 1.3 Active,2014,"60,000 kms",Diesel,First Owner,Ahmedabad,2.15 Lakh*
166,Fiat,Grande Punto,1.3 Emotion (Diesel),2011,"86,000 kms",Diesel,First Owner,Ahmedabad,1.5 Lakh*
167,Fiat,Linea,Emotion Pack (Diesel),2011,"1,00,000 kms",Diesel,Second Owner,Ahmedabad,2.53 Lakh*
168,Volvo,S60,D4 SUMMUM,2015,"51,000 kms",Diesel,First Owner,Ahmedabad,17 Lakh*
169,Volvo,S60,D4 SUMMUM,2015,"71,000 kms",Diesel,First Owner,Ahmedabad,15.5 Lakh*
170,Volvo,XC40,D4 R-Design,2018,"41,000 kms",Diesel,First Owner,Ahmedabad,33.5 Lakh*
171,Volvo,S60,D4 SUMMUM,2015,"51,000 kms",Diesel,First Owner,Ahmedabad,17 Lakh*
172,Volvo,V40,D3 R-Design,2016,"45,000 kms",Diesel,Second Owner,Ahmedabad,13.5 Lakh*
173,Volvo,XC 90,D5 Momentum BSIV,2018,"36,131 kms",Diesel,First Owner,Ahmedabad,65 Lakh*
174,Volvo,S60,D4 Momentum BSIV,2018,"80,000 kms",Diesel,First Owner,Ahmedabad,25.2 Lakh*
175,Jeep,Compass,1.4 Limited Plus BSIV,2019,"7,000 kms",Petrol,First Owner,Ahmedabad,20.5 Lakh*
176,Jeep,Compass,2.0 Limited Option 4X4 Black,2018,"53,000 kms",Diesel,First Owner,Ahmedabad,14.9 Lakh*
177,Jeep,Compass,2.0 Limited 4X4,2017,"59,000 kms",Diesel,First Owner,Ahmedabad,13.5 Lakh*
178,Jeep,Compass,2.0 Longitude Option BSIV,2017,"77,000 kms",Diesel,First Owner,Ahmedabad,11.85 Lakh*
179,Jeep,Compass,2.0 Limited,2017,"45,000 kms",Diesel,First Owner,Ahmedabad,13.9 Lakh*
180,Kia,Seltos,HTX Plus AT D,2019,"76,910 kms",Diesel,First Owner,Ahmedabad,15.75 Lakh*
181,Kia,Seltos,HTX Plus AT D,2019,"76,910 kms",Diesel,First Owner,Ahmedabad,15.75 Lakh*
182,Kia,Seltos,GTX Plus,2019,"6,000 kms",Petrol,First Owner,Ahmedabad,16.95 Lakh*
183,Kia,Seltos,HTX Plus AT D,2020,"17,000 kms",Diesel,First Owner,Ahmedabad,17.9 Lakh*
184,Kia,Seltos,HTK Plus AT D,2019,"34,000 kms",Diesel,First Owner,Ahmedabad,14.5 Lakh*
185,Land-Rover,--,TD4 SE,2011 Land Rover Freelander 2,"1,11,000 kms",Diesel,Second Owner,Ahmedabad,12.5 Lakh*
186,Land-Rover,--,2.0 TD4 SE,2018 Land Rover Range Rover Evoque,"55,000 kms",Diesel,First Owner,Ahmedabad,42 Lakh*
187,Land-Rover,--,TD4 SE,2011 Land Rover Freelander 2,"1,11,000 kms",Diesel,Second Owner,Ahmedabad,12.5 Lakh*
188,Land-Rover,--,TD4 SE,2012 Land Rover Freelander 2,"1,16,000 kms",Diesel,First Owner,Ahmedabad,11.85 Lakh*
189,Mahindra-Ssangyong,--,RX7,2016 Mahindra Ssangyong Rexton,"43,000 kms",Diesel,First Owner,Ahmedabad,9.75 Lakh*
190,Mahindra-Ssangyong,--,RX7,2013 Mahindra Ssangyong Rexton,"1,00,000 kms",Diesel,Second Owner,Ahmedabad,8 Lakh*
191,Mahindra-Ssangyong,--,RX7,2014 Mahindra Ssangyong Rexton,"79,000 kms",Diesel,First Owner,Ahmedabad,7.9 Lakh*
192,Mahindra-Ssangyong,--,RX7,2015 Mahindra Ssangyong Rexton,"16,129 kms",Diesel,First Owner,Ahmedabad,12 Lakh*
193,MG,Hector,Smart AT BSIV,2019,"32,700 kms",Petrol,First Owner,Ahmedabad,16.5 Lakh*
194,MG,Hector,Sharp Diesel MT,2019,"31,000 kms",Diesel,First Owner,Ahmedabad,18 Lakh*
195,MG,Hector,Hybrid Smart MT BSIV,2019,"12,000 kms",Petrol,First Owner,Ahmedabad,14.9 Lakh*
196,MG,Hector,Sharp Diesel MT,2021,"5,000 kms",Diesel,First Owner,Ahmedabad,19.75 Lakh*
197,Mitsubishi,Pajero,Sport 4X2 AT DualTone BlackTop,2017,"82,000 kms",Diesel,First Owner,Ahmedabad,13.5 Lakh*
198,Mitsubishi,Pajero,Select Plus 4X2 AT,2017,"70,000 kms",Diesel,First Owner,Ahmedabad,17 Lakh*
199,Mitsubishi,Outlander,Chrome,2011,"90,000 kms",Petrol,Second Owner,Ahmedabad,5.3 Lakh*
200,Porsche,Cayenne,Diesel Platinum Edition,2017,"15,000 kms",Diesel,First Owner,Ahmedabad,75 Lakh*
201,Porsche,Cayenne,Diesel Platinum Edition,2015,"68,000 kms",Diesel,First Owner,Ahmedabad,59 Lakh*
202,Porsche,Cayenne,S Diesel,2018,"72,000 kms",Diesel,First Owner,Ahmedabad,59 Lakh*
203,Mini,Cooper,S Carbon Edition,2013,"26,565 kms",Petrol,Second Owner,Ahmedabad,18.6 Lakh*
204,Mini,Cooper,S Carbon Edition,2012,"34,891 kms",Petrol,Second Owner,Ahmedabad,21.75 Lakh*
205,Mahindra-Renault,--,1.5 Diesel DLSX,2010 Mahindra Renault Logan,"1,40,000 kms",Diesel,First Owner,Ahmedabad,2 Lakh*
206,Jaguar,F-Pace,Prestige 2.0 AWD,2018,"33,600 kms",Diesel,First Owner,Ahmedabad,46 Lakh*
207,Maruti,Baleno,1.2 Delta,2018,"41,335 Kms",Petrol,1st Owner,Bangalore,"6,30,500"
208,Maruti,Baleno,Delta,2016,"36,638 Kms",Petrol,1st Owner,Bangalore,"5,83,500"
209,Maruti,Baleno,1.3 Alpha,2016,"53,269 Kms",Diesel,1st Owner,Bangalore,"6,49,500"
210,Maruti,Baleno,1.2 Alpha,2016,"28,863 Kms",Petrol,1st Owner,Bangalore,"6,70,953"
211,Maruti,Baleno,1.2 CVT Zeta,2018,"30,357 Kms",Petrol,1st Owner,Bangalore,"7,53,500"
212,Maruti,Baleno,1.2 Zeta,2017,"16,576 Kms",Petrol,1st Owner,Bangalore,"6,94,000"
213,Maruti,Baleno,1.3 Alpha,2017,"61,578 Kms",Diesel,1st Owner,Bangalore,"7,23,500"
214,Maruti,Baleno,1.2 CVT Zeta,2017,"71,318 Kms",Petrol,2nd Owner,Bangalore,"5,94,000"
215,Maruti,Swift Dzire,VDI,2018,"50,878 Kms",Diesel,1st Owner,Bangalore,"6,83,500"
216,Maruti,Swift Dzire,ZXI,2013,"13,740 Kms",Petrol,1st Owner,Bangalore,"5,43,000"
217,Hyundai,Grand i10,Asta Option,2017,"6,758 Kms",Petrol,1st Owner,Bangalore,"6,08,000"
218,Hyundai,Grand i10,Asta Option,2017,"6,758 Kms",Petrol,1st Owner,Bangalore,"6,08,000"
219,Hyundai,Grand i10,1.2 Kappa Asta,2018,"8,336 Kms",Petrol,1st Owner,Bangalore,"6,03,000"
220,Hyundai,Grand i10,Sportz,2016,"18,740 Kms",Petrol,1st Owner,Bangalore,"5,16,000"
221,Hyundai,i20,Sportz 1.4 CRDi,2012,"93,537 Kms",Diesel,1st Owner,Bangalore,"4,36,350"
222,Hyundai,Grand i10,1.2 Kappa Sportz BSIV,2017,"16,287 Kms",Petrol,1st Owner,Bangalore,"5,79,500"
223,Hyundai,i20,Era 1.4 CRDi,2012,"84,025 Kms",Diesel,2nd Owner,Bangalore,"3,69,500"
224,Hyundai,Grand i10,Asta,2015,"20,524 Kms",Petrol,1st Owner,Bangalore,"5,49,500"
225,Hyundai,Grand i10,1.2 Kappa Magna AT,2016,"19,255 Kms",Petrol,2nd Owner,Bangalore,"5,21,500"
226,Hyundai,Grand i10,AT Asta,2015,"73,462 Kms",Petrol,2nd Owner,Bangalore,"5,23,000"
