,brand,model,variant,manufactured_year,kilometers_driven,fuel_type,owners,location,price
1729,Jaguar,XF,3.0 Litre S Premium Luxury,2011,"63,000 kms",Diesel,Second Owner,Noida,12 Lakh*
1730,Mahindra-Ssangyong,--,RX7,2013 Mahindra Ssangyong Rexton,"75,000 kms",Diesel,Second Owner,Noida,6.25 Lakh*
1731,Isuzu,MU-X,2WD,2017,"35,000 kms",Diesel,First Owner,Noida,17.75 Lakh*
1732,MG,Hector,Sharp AT BSIV,2020,"5,500 kms",Petrol,First Owner,Noida,18.75 Lakh*
1733,Maruti,Wagon R,VXI BS IV,2014,,--,--,Pune,--
1734,Maruti,Celerio,VXI CNG BSIV,2018,"35,739 Kms",CNG,1st Owner,Pune,"5,05,000"
1735,Maruti,Baleno,1.2 CVT Alpha,2018,"24,229 Kms",Petrol,2nd Owner,Pune,"8,01,500"
1736,Maruti,Baleno,1.2 Delta,2016,"59,044 Kms",Petrol,1st Owner,Pune,"5,80,500"
1737,Maruti,Baleno,1.2 Delta,2016,"15,600 Kms",Petrol,1st Owner,Pune,"5,91,500"
1738,Maruti,Swift Dzire,ZXI,2014,,--,--,Pune,--
1739,Maruti,Wagon R,VXI,2018,"31,380 Kms",Petrol,1st Owner,Pune,"4,77,000"
1740,Maruti,Wagon R,VXI,2017,"24,273 Kms",Petrol,1st Owner,Pune,"4,57,500"
1741,Maruti,Wagon R,VXI 1.2 BSIV,2016,"29,722 Kms",Petrol,1st Owner,Pune,"4,23,500"
1742,Maruti,Wagon R,VXI Opt,2017,"43,192 Kms",Petrol,1st Owner,Pune,"4,56,000"
1743,Hyundai,i20,Petrol Spotz,2018,,--,--,Pune,--
1744,Hyundai,Grand i10,Asta,2015,,--,--,Pune,--
1745,Hyundai,Santro,Sportz AMT BSIV,2019,"4,521 Kms",Petrol,1st Owner,Pune,"6,04,500"
1746,Hyundai,i20 Active,1.2 S,2015,"73,029 Kms",Petrol,2nd Owner,Pune,"4,69,500"
1747,Hyundai,Grand i10,Sportz Petrol BSIV,2018,"13,426 Kms",Petrol,1st Owner,Pune,"5,58,000"
1748,Hyundai,Santro,Sportz AMT BSIV,2019,"24,296 Kms",Petrol,1st Owner,Pune,"5,70,500"
1749,Hyundai,Grand i10,1.2 Kappa Magna BSIV,2019,"1,171 Kms",Petrol,1st Owner,Pune,"5,97,500"
1750,Hyundai,Grand i10,1.2 Kappa Magna BSIV,2018,"8,707 Kms",Petrol,1st Owner,Pune,"5,33,500"
1751,Hyundai,i20 Active,1.2 S,2016,"41,696 Kms",Petrol,1st Owner,Pune,"5,75,000"
1752,Hyundai,i20,Petrol CVT Asta,2018,"23,068 Kms",Petrol,1st Owner,Pune,"8,22,500"
1753,Volkswagen,Polo,1.2 MPI Highline Plus,2017,"8,355 Kms",Petrol,1st Owner,Pune,"6,51,500"
1754,Volkswagen,Polo,GT TSI,2014,"11,851 Kms",Petrol,1st Owner,Pune,"6,38,000"
1755,Volkswagen,Vento,Diesel Highline,2013,"125,277 Kms",Diesel,2nd Owner,Pune,"4,08,000"
1756,Volkswagen,Vento,Diesel Highline,2013,"99,655 kms",Diesel,Second Owner,Pune,4.5 Lakh*
1757,Volkswagen,Vento,1.2 TSI Highline Plus AT,2015,"70,400 kms",Petrol,First Owner,Pune,5.35 Lakh*
1758,Volkswagen,Vento,1.2 TSI Highline AT,2015,"57,000 kms",Petrol,First Owner,Pune,7 Lakh*
1759,Volkswagen,CrossPolo,1.5 TDI,2015,"73,000 kms",Diesel,First Owner,Pune,6.5 Lakh*
1760,Volkswagen,Vento,1.6 MPI ALL STAR,2017,"49,000 kms",Petrol,First Owner,Pune,7.3 Lakh*
1761,Volkswagen,Polo,1.2 MPI Comfortline,2014,"42,397 kms",Petrol,First Owner,Pune,5.5 Lakh*
1762,Volkswagen,CrossPolo,1.5 TDI,2015,"73,376 kms",Diesel,First Owner,Pune,6.25 Lakh*
1763,Honda,Jazz,V,2016,"27,332 Kms",Petrol,2nd Owner,Pune,"5,59,500"
1764,Honda,Jazz,1.2 V AT i VTEC,2017,"30,329 Kms",Petrol,1st Owner,Pune,"7,26,000"
1765,Honda,Brio,1.2 S MT,2012,"87,437 Kms",Petrol,1st Owner,Pune,"3,28,500"
1766,Honda,Jazz,1.2 V i VTEC,2015,"55,000 kms",Petrol,First Owner,Pune,6.25 Lakh*
1767,Honda,City,1.5 S MT,2009,"72,000 kms",Petrol,Second Owner,Pune,3.25 Lakh*
1768,Honda,Jazz,S,2012,"62,400 kms",Petrol,First Owner,Pune,3.65 Lakh*
1769,Honda,City,i VTEC CVT SV,2014,"68,000 kms",Petrol,First Owner,Pune,6.5 Lakh*
1770,Honda,City,i VTEC CVT SV,2014,"68,000 kms",Petrol,First Owner,Pune,6.5 Lakh*
1771,Honda,City,1.5 S MT,2009,"72,000 kms",Petrol,Second Owner,Pune,3.25 Lakh*
1772,Honda,Brio,S MT,2013,"70,557 kms",Petrol,First Owner,Pune,3.5 Lakh*
1773,Toyota,Innova Crysta,2.4 ZX MT BSIV,2016,"70,370 Kms",Diesel,1st Owner,Pune,"17,49,500"
1774,Toyota,Etios,V,2014,"77,000 kms",Petrol,Second Owner,Pune,4.35 Lakh*
1775,Toyota,Yaris,G BSIV,2018,"23,643 kms",Petrol,First Owner,Pune,10 Lakh*
1776,Toyota,Yaris,G BSIV,2018,"23,643 kms",Petrol,First Owner,Pune,10 Lakh*
1777,Toyota,Etios,V,2014,"77,000 kms",Petrol,Second Owner,Pune,4.35 Lakh*
1778,Toyota,Innova Crysta,2.4 VX MT,2018,"79,000 kms",Diesel,First Owner,Pune,17.25 Lakh*
1779,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,"1,36,000 kms",Diesel,Second Owner,Pune,8.75 Lakh*
1780,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2007,"1,08,000 kms",Diesel,First Owner,Pune,4.25 Lakh*
1781,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2015,"92,000 kms",Diesel,First Owner,Pune,11 Lakh*
1782,Toyota,Corolla Altis,G,2011,"61,300 kms",Petrol,First Owner,Pune,5.5 Lakh*
1783,Tata,Harrier,XZ,2019,"85,650 kms",Diesel,First Owner,Pune,15 Lakh*
1784,Tata,Nano,CX,2012,"44,784 kms",Petrol,First Owner,Pune,"85,000*"
